region,partner,oem_program,metric_date,avg_latency_ms,p95_latency_ms,packet_loss_pct,attach_success_rate,sessions
India & Middle East,SK Telecom,Compact-Connected,2025-03-01,45.9,123.2,0.38,0.977,2917
Latin America,Etisalat,Luxury-Flagship,2025-01-26,123.5,198.5,0.6,0.955,3370
Latin America,Telefonica,Moto-2W,2025-02-13,105.4,169.2,0.72,0.948,4625
Asia-Pacific,Rogers,Fleet-Leasing,2025-01-16,121.1,171.2,0.44,0.956,3588
Europe & MENA,Vodafone,Luxury-Flagship,2025-02-26,132.3,169.1,0.54,0.984,3628
North America,Orange,Fleet-Leasing,2025-01-29,74.7,141.3,0.86,0.958,2528
Latin America,Telefonica,Commercial-Van,2025-02-03,52.5,108.4,0.35,0.973,1687
Latin America,TIM,Moto-2W,2025-02-22,96.1,133.5,0.14,0.978,4518
North America,Telstra,Luxury-Flagship,2025-02-21,100.4,164.2,0.59,0.952,3936
India & Middle East,NTT Docomo,EV-Urban,2025-02-26,115.1,192.6,0.68,0.931,2547
Asia-Pacific,TIM,Luxury-Flagship,2025-01-03,60.5,126.1,0.36,0.936,2260
Asia-Pacific,Airtel,EV-Urban,2025-01-16,102.4,160.0,0.29,0.975,524
India & Middle East,Singtel,Compact-Connected,2025-02-09,129.2,188.1,0.24,0.965,3778
Europe & MENA,Airtel,Commercial-Van,2025-01-22,92.2,141.1,0.4,0.957,2992
Latin America,Orange,EV-Urban,2025-02-06,98.2,140.2,0.83,0.946,4483
North America,NTT Docomo,Compact-Connected,2025-02-26,85.2,156.4,0.2,0.956,3898
Europe & MENA,Rogers,Fleet-Leasing,2025-02-25,121.1,185.8,0.47,0.952,2385
Latin America,Airtel,EV-Premium,2025-02-08,76.3,120.6,0.22,0.945,2408
Latin America,Telefonica,EV-Urban,2025-01-12,69.2,106.7,0.33,0.957,862
Oceania,TIM,EV-Premium,2025-02-26,116.9,143.4,0.49,0.984,2055
Asia-Pacific,Vodafone,SUV-Connected,2025-01-12,76.7,122.7,0.18,0.979,3181
India & Middle East,Vodafone,Moto-2W,2025-01-26,62.8,127.1,0.87,0.934,4840
Oceania,AT&T,Commercial-Van,2025-01-16,129.1,170.2,0.72,0.977,3400
Oceania,Rogers,EV-Urban,2025-01-13,84.3,124.4,0.78,0.989,1493
Europe & MENA,TIM,Luxury-Flagship,2025-02-28,68.5,127.2,0.43,0.983,1480
Latin America,Rogers,EV-Urban,2025-01-30,55.7,95.1,0.34,0.991,1594
India & Middle East,Vodafone,Luxury-Flagship,2025-02-04,103.8,141.3,0.35,0.966,1346
India & Middle East,Deutsche Telekom,Commercial-Van,2025-02-18,59.6,89.6,0.77,0.984,4761
India & Middle East,Vodafone,EV-Urban,2025-01-24,66.2,93.2,0.13,0.976,1976
Oceania,NTT Docomo,Commercial-Van,2025-01-12,93.0,171.7,0.56,0.947,4132
India & Middle East,Etisalat,EV-Premium,2025-02-21,86.6,150.2,0.34,0.969,1666
Asia-Pacific,Etisalat,SUV-Connected,2025-02-25,89.8,120.6,0.26,0.942,4510
North America,NTT Docomo,EV-Premium,2025-01-14,132.9,173.1,0.54,0.981,3961
Europe & MENA,Etisalat,Compact-Connected,2025-01-16,117.8,169.1,0.56,0.954,4384
Oceania,TIM,Moto-2W,2025-01-12,89.7,140.0,0.8,0.969,4489
India & Middle East,TIM,Commercial-Van,2025-02-03,102.5,164.1,0.87,0.955,4820
Europe & MENA,Rogers,Commercial-Van,2025-01-05,106.5,135.0,0.69,0.99,1636
Latin America,NTT Docomo,Commercial-Van,2025-02-08,51.2,97.0,0.44,0.946,3363
India & Middle East,Vodafone,EV-Premium,2025-01-23,77.3,111.3,0.54,0.959,1483
Europe & MENA,Rogers,EV-Premium,2025-02-24,117.1,183.1,0.24,0.968,997
Oceania,Rogers,Fleet-Leasing,2025-02-01,52.5,95.7,0.48,0.954,4447
Oceania,Telefonica,SUV-Connected,2025-02-17,133.2,208.7,0.12,0.979,2213
India & Middle East,NTT Docomo,Fleet-Leasing,2025-02-21,57.5,122.5,0.29,0.965,3438
Asia-Pacific,Deutsche Telekom,EV-Urban,2025-02-21,101.1,129.9,0.68,0.969,1796
North America,Vodafone,EV-Urban,2025-01-30,120.1,166.2,0.73,0.987,3371
Latin America,Vodafone,Compact-Connected,2025-02-06,65.4,137.0,0.86,0.959,1886
Asia-Pacific,TIM,EV-Premium,2025-02-14,99.2,140.8,0.88,0.945,4700
Latin America,AT&T,Moto-2W,2025-01-04,87.9,133.9,0.34,0.949,1307
India & Middle East,AT&T,Luxury-Flagship,2025-02-14,106.4,160.2,0.4,0.987,1069
Asia-Pacific,Singtel,Luxury-Flagship,2025-01-19,129.8,196.6,0.46,0.935,1763
Latin America,TIM,Commercial-Van,2025-03-01,82.5,134.9,0.75,0.976,3286
India & Middle East,Deutsche Telekom,Luxury-Flagship,2025-01-19,71.8,110.4,0.88,0.992,1589
Oceania,Etisalat,Fleet-Leasing,2025-02-24,120.9,197.0,0.69,0.986,1657
North America,NTT Docomo,EV-Urban,2025-01-27,86.2,132.2,0.38,0.951,1442
India & Middle East,Rogers,SUV-Connected,2025-02-27,64.9,99.9,0.54,0.94,1583
Oceania,Orange,EV-Premium,2025-02-07,89.5,116.2,0.22,0.988,4520
Asia-Pacific,Rogers,Moto-2W,2025-02-16,67.7,145.8,0.78,0.969,3883
Latin America,NTT Docomo,EV-Urban,2025-01-19,67.8,116.9,0.73,0.961,4468
Oceania,Orange,Fleet-Leasing,2025-01-24,133.6,204.7,0.67,0.93,1390
Asia-Pacific,Deutsche Telekom,EV-Premium,2025-02-17,102.0,160.2,0.09,0.937,1385
Latin America,Rogers,Luxury-Flagship,2025-02-26,75.6,111.1,0.25,0.932,750
India & Middle East,TIM,EV-Premium,2025-03-01,110.1,187.1,0.32,0.99,970
Europe & MENA,TIM,Fleet-Leasing,2025-01-06,81.7,148.3,0.07,0.988,3010
North America,Deutsche Telekom,Commercial-Van,2025-01-11,111.8,171.9,0.48,0.953,2963
Asia-Pacific,Airtel,Moto-2W,2025-01-03,62.1,139.3,0.17,0.976,1286
India & Middle East,NTT Docomo,EV-Premium,2025-01-02,79.4,147.5,0.53,0.992,2466
North America,Orange,Luxury-Flagship,2025-02-07,101.4,162.9,0.65,0.959,4142
Oceania,TIM,Commercial-Van,2025-02-03,87.5,135.4,0.13,0.978,1800
North America,SK Telecom,Fleet-Leasing,2025-01-19,103.5,164.9,0.63,0.949,3490
Oceania,Vodafone,Compact-Connected,2025-02-11,106.5,163.7,0.63,0.975,3363
Asia-Pacific,Singtel,Compact-Connected,2025-02-10,53.0,122.2,0.53,0.956,3361
Latin America,TIM,Fleet-Leasing,2025-01-20,51.2,78.0,0.9,0.981,4256
India & Middle East,Vodafone,EV-Premium,2025-01-12,94.7,173.2,0.3,0.943,1603
India & Middle East,Telstra,Compact-Connected,2025-01-10,77.6,150.1,0.18,0.937,2851
Oceania,AT&T,Fleet-Leasing,2025-01-18,60.7,129.7,0.11,0.933,1699
Latin America,SK Telecom,EV-Urban,2025-02-21,93.6,169.4,0.32,0.983,4786
India & Middle East,Etisalat,EV-Premium,2025-02-15,69.4,104.3,0.34,0.948,4812
Asia-Pacific,Orange,Moto-2W,2025-02-05,85.4,124.2,0.36,0.958,1595
India & Middle East,Vodafone,Compact-Connected,2025-01-09,73.0,105.7,0.26,0.933,1676
Oceania,AT&T,Commercial-Van,2025-01-07,46.2,120.1,0.38,0.952,1765
Europe & MENA,Telefonica,SUV-Connected,2025-02-07,57.2,132.2,0.1,0.986,4073
Europe & MENA,Airtel,SUV-Connected,2025-01-05,124.1,166.2,0.7,0.944,1846
India & Middle East,Orange,Moto-2W,2025-02-05,60.0,89.3,0.64,0.988,1379
North America,Rogers,Commercial-Van,2025-01-27,59.0,118.7,0.2,0.959,4641
Asia-Pacific,Vodafone,Compact-Connected,2025-02-24,127.2,158.3,0.64,0.954,1084
North America,Orange,EV-Premium,2025-01-19,73.8,99.9,0.67,0.935,2329
Europe & MENA,Singtel,Moto-2W,2025-01-07,134.4,197.6,0.56,0.977,503
Latin America,Singtel,Commercial-Van,2025-02-12,125.7,168.1,0.8,0.956,504
Oceania,Telefonica,EV-Premium,2025-01-19,90.9,146.1,0.14,0.932,860
Oceania,SK Telecom,EV-Premium,2025-02-11,107.2,149.4,0.68,0.958,2968
India & Middle East,Airtel,EV-Urban,2025-02-07,90.6,147.8,0.1,0.958,1452
Europe & MENA,Vodafone,Moto-2W,2025-01-17,59.2,127.1,0.27,0.947,4666
Europe & MENA,Etisalat,EV-Premium,2025-02-01,88.0,151.6,0.62,0.976,783
Latin America,Airtel,SUV-Connected,2025-02-11,110.3,135.4,0.12,0.937,1139
North America,Singtel,SUV-Connected,2025-02-28,68.0,94.9,0.18,0.985,3971
Europe & MENA,AT&T,SUV-Connected,2025-02-24,127.9,163.1,0.08,0.941,4839
Asia-Pacific,SK Telecom,Fleet-Leasing,2025-02-09,124.7,178.5,0.77,0.962,3982
North America,Vodafone,Commercial-Van,2025-02-07,89.2,162.1,0.41,0.936,584
Latin America,Rogers,Luxury-Flagship,2025-01-13,112.3,173.5,0.63,0.967,1620
Oceania,Deutsche Telekom,Luxury-Flagship,2025-01-17,106.9,155.7,0.82,0.97,2868
North America,Orange,Moto-2W,2025-02-27,133.2,179.0,0.62,0.988,4708
Oceania,AT&T,Commercial-Van,2025-02-21,65.1,134.7,0.44,0.979,2753
India & Middle East,AT&T,EV-Premium,2025-01-31,70.3,96.5,0.15,0.978,3593
Latin America,AT&T,Compact-Connected,2025-01-03,74.4,103.4,0.32,0.961,2291
Europe & MENA,Deutsche Telekom,Commercial-Van,2025-01-16,103.8,145.2,0.5,0.95,1188
India & Middle East,Telstra,Compact-Connected,2025-01-10,119.3,175.1,0.69,0.955,2262
Oceania,Deutsche Telekom,EV-Urban,2025-01-28,73.6,136.9,0.4,0.937,1261
North America,Airtel,Luxury-Flagship,2025-01-26,67.2,142.5,0.78,0.945,1583
Europe & MENA,Vodafone,SUV-Connected,2025-01-29,68.0,120.5,0.51,0.978,3324
Oceania,Telstra,Moto-2W,2025-02-17,58.2,120.9,0.51,0.939,4716
Asia-Pacific,Deutsche Telekom,Compact-Connected,2025-01-22,94.7,124.9,0.66,0.943,4400
Asia-Pacific,AT&T,Moto-2W,2025-03-01,72.1,127.0,0.64,0.957,2427
Europe & MENA,AT&T,SUV-Connected,2025-02-21,115.8,161.7,0.36,0.986,1400
Asia-Pacific,Deutsche Telekom,Fleet-Leasing,2025-02-02,75.5,119.7,0.85,0.973,4840
India & Middle East,NTT Docomo,Luxury-Flagship,2025-02-26,91.0,148.9,0.36,0.973,2172
Europe & MENA,Vodafone,Compact-Connected,2025-02-04,98.0,124.8,0.41,0.985,1679
North America,Airtel,Moto-2W,2025-01-04,59.1,132.1,0.51,0.978,3406
Europe & MENA,TIM,Commercial-Van,2025-02-16,68.9,109.4,0.2,0.963,4613
Asia-Pacific,Deutsche Telekom,Luxury-Flagship,2025-01-26,53.5,124.2,0.82,0.948,4991
Asia-Pacific,Airtel,Compact-Connected,2025-02-20,62.4,112.7,0.27,0.945,3151
Asia-Pacific,Etisalat,Fleet-Leasing,2025-01-15,110.8,145.6,0.35,0.988,761
Asia-Pacific,NTT Docomo,Compact-Connected,2025-01-14,76.4,119.4,0.7,0.951,2757
North America,Deutsche Telekom,Fleet-Leasing,2025-01-14,62.8,140.1,0.6,0.982,2272
Oceania,Airtel,EV-Urban,2025-01-20,127.8,205.3,0.24,0.951,2597
Latin America,TIM,Moto-2W,2025-02-06,106.6,161.0,0.21,0.959,2595
North America,SK Telecom,Compact-Connected,2025-01-01,72.4,111.6,0.43,0.932,3693
Oceania,Rogers,Luxury-Flagship,2025-01-28,70.5,111.9,0.51,0.989,864
Oceania,Telstra,SUV-Connected,2025-02-05,58.8,122.1,0.18,0.981,4475
Europe & MENA,Etisalat,Fleet-Leasing,2025-01-18,49.4,126.5,0.81,0.982,3698
North America,Etisalat,Commercial-Van,2025-01-25,114.0,171.9,0.88,0.936,3543
Asia-Pacific,SK Telecom,EV-Premium,2025-02-03,62.5,96.3,0.6,0.949,2540
Oceania,Deutsche Telekom,Commercial-Van,2025-02-06,109.5,160.9,0.68,0.963,1414
North America,TIM,Commercial-Van,2025-01-17,131.1,174.1,0.09,0.951,4580
Oceania,Singtel,Fleet-Leasing,2025-01-23,124.5,192.6,0.19,0.956,3479
North America,TIM,Moto-2W,2025-01-17,128.5,203.4,0.37,0.947,4960
Europe & MENA,Orange,Commercial-Van,2025-01-13,69.8,105.1,0.44,0.977,1040
Latin America,SK Telecom,Fleet-Leasing,2025-01-20,95.8,124.3,0.49,0.948,3193
Europe & MENA,Rogers,Compact-Connected,2025-01-01,70.4,115.2,0.1,0.939,701
India & Middle East,Airtel,EV-Premium,2025-02-13,129.3,172.9,0.58,0.989,2270
India & Middle East,Singtel,Fleet-Leasing,2025-01-24,67.6,100.4,0.49,0.943,1571
Asia-Pacific,Airtel,Moto-2W,2025-02-24,129.5,181.4,0.16,0.989,1929
Oceania,Rogers,SUV-Connected,2025-02-11,51.3,126.1,0.06,0.981,4385
Asia-Pacific,Telefonica,SUV-Connected,2025-02-04,132.0,186.2,0.59,0.984,4061
Asia-Pacific,Airtel,Commercial-Van,2025-01-19,105.0,153.1,0.74,0.939,1398
Asia-Pacific,Telefonica,EV-Premium,2025-01-17,105.6,159.9,0.14,0.99,3147
North America,SK Telecom,Luxury-Flagship,2025-01-26,123.3,194.4,0.65,0.984,1010
Europe & MENA,AT&T,Fleet-Leasing,2025-01-08,79.7,154.5,0.46,0.966,3585
North America,AT&T,EV-Premium,2025-01-07,118.2,187.1,0.8,0.973,2999
Europe & MENA,SK Telecom,Luxury-Flagship,2025-01-28,121.9,200.0,0.27,0.975,3736
Europe & MENA,SK Telecom,EV-Premium,2025-02-26,128.4,163.0,0.9,0.992,4006
Europe & MENA,NTT Docomo,EV-Premium,2025-01-01,130.4,208.4,0.21,0.986,2802
North America,Airtel,Compact-Connected,2025-01-11,98.3,155.9,0.66,0.982,3276
North America,Deutsche Telekom,EV-Premium,2025-02-18,96.2,162.8,0.05,0.975,2752
North America,Rogers,Moto-2W,2025-01-17,113.0,188.6,0.83,0.972,3344
North America,Etisalat,SUV-Connected,2025-01-16,111.3,155.1,0.46,0.983,2673
Asia-Pacific,Vodafone,Fleet-Leasing,2025-01-04,117.0,186.8,0.13,0.985,4156
Oceania,Rogers,Luxury-Flagship,2025-02-20,125.9,203.9,0.62,0.949,3965
Oceania,Vodafone,Moto-2W,2025-02-22,52.3,124.3,0.38,0.986,1329
India & Middle East,Vodafone,EV-Premium,2025-02-03,58.5,115.6,0.56,0.965,693
Latin America,TIM,EV-Premium,2025-01-04,114.0,156.8,0.6,0.973,3474
Latin America,SK Telecom,Luxury-Flagship,2025-02-25,90.5,141.5,0.57,0.948,1136
India & Middle East,Orange,EV-Urban,2025-02-22,118.6,167.0,0.88,0.954,4440
Europe & MENA,Telefonica,Commercial-Van,2025-02-01,52.2,117.7,0.1,0.952,3622
India & Middle East,SK Telecom,Luxury-Flagship,2025-02-04,79.2,158.8,0.37,0.956,2138
India & Middle East,Rogers,Commercial-Van,2025-01-28,85.9,113.6,0.17,0.948,1080
North America,Singtel,EV-Urban,2025-02-01,69.6,96.4,0.73,0.965,1820
Oceania,Telstra,Commercial-Van,2025-01-02,117.4,186.4,0.52,0.958,3018
India & Middle East,Etisalat,EV-Urban,2025-01-17,65.2,107.1,0.61,0.973,2375
Oceania,SK Telecom,Compact-Connected,2025-01-17,115.8,158.7,0.61,0.96,1273
Oceania,Etisalat,Fleet-Leasing,2025-02-18,105.2,132.0,0.46,0.943,2593
Oceania,Singtel,Luxury-Flagship,2025-01-05,77.8,129.3,0.77,0.931,1007
Europe & MENA,Orange,Moto-2W,2025-02-18,120.2,172.5,0.87,0.944,1885
Asia-Pacific,TIM,Moto-2W,2025-02-18,123.4,155.5,0.12,0.954,4138
Asia-Pacific,SK Telecom,EV-Premium,2025-03-01,48.5,112.7,0.35,0.938,1898
Oceania,Airtel,EV-Urban,2025-02-26,126.9,200.5,0.07,0.955,2044
Asia-Pacific,Telstra,SUV-Connected,2025-01-09,106.1,134.5,0.64,0.988,4420
Latin America,Rogers,EV-Premium,2025-01-03,69.6,105.3,0.89,0.986,3707
India & Middle East,Airtel,SUV-Connected,2025-02-12,106.1,148.6,0.8,0.955,3625
India & Middle East,Deutsche Telekom,Compact-Connected,2025-02-17,73.3,118.7,0.2,0.966,2800
Oceania,SK Telecom,Compact-Connected,2025-01-23,77.3,136.2,0.25,0.955,3101
India & Middle East,Vodafone,Compact-Connected,2025-02-22,94.6,143.0,0.2,0.946,1696
India & Middle East,Orange,Fleet-Leasing,2025-01-25,83.8,158.0,0.65,0.94,2673
Europe & MENA,TIM,Compact-Connected,2025-01-08,64.6,93.7,0.17,0.934,1480
India & Middle East,Etisalat,SUV-Connected,2025-01-18,85.3,129.7,0.34,0.988,2939
Europe & MENA,Telstra,Fleet-Leasing,2025-01-08,77.5,140.8,0.25,0.981,1000
Latin America,TIM,SUV-Connected,2025-02-14,75.4,131.2,0.27,0.958,4027
Europe & MENA,Deutsche Telekom,Fleet-Leasing,2025-01-14,58.9,97.8,0.12,0.947,4445
Latin America,Singtel,Fleet-Leasing,2025-02-03,65.2,117.7,0.36,0.938,1745
Oceania,Singtel,Moto-2W,2025-02-26,66.7,113.0,0.74,0.933,523
Europe & MENA,Orange,Fleet-Leasing,2025-02-28,111.2,190.1,0.25,0.966,2566
Asia-Pacific,Airtel,Moto-2W,2025-02-19,95.4,154.1,0.6,0.937,884
Europe & MENA,Airtel,Fleet-Leasing,2025-02-19,121.2,155.3,0.26,0.983,1046
North America,Orange,Moto-2W,2025-02-05,105.0,155.0,0.7,0.986,1014
Asia-Pacific,AT&T,EV-Premium,2025-02-03,64.1,126.3,0.89,0.956,2688
Asia-Pacific,Etisalat,Luxury-Flagship,2025-01-20,128.0,175.7,0.47,0.939,649
India & Middle East,TIM,Luxury-Flagship,2025-02-08,101.0,143.1,0.25,0.977,2701
India & Middle East,Airtel,EV-Urban,2025-02-03,88.1,159.3,0.5,0.969,1139
Asia-Pacific,Telefonica,Luxury-Flagship,2025-01-19,57.1,135.1,0.9,0.955,4114
Latin America,Vodafone,Fleet-Leasing,2025-02-18,128.5,159.3,0.08,0.966,2677
Latin America,Orange,SUV-Connected,2025-01-20,127.8,195.7,0.75,0.931,1286
Latin America,Orange,EV-Premium,2025-01-30,71.1,110.8,0.25,0.96,756
Europe & MENA,Telefonica,Luxury-Flagship,2025-01-21,49.9,121.0,0.78,0.95,4380
North America,Rogers,Moto-2W,2025-01-13,118.9,181.8,0.39,0.937,4674
Latin America,TIM,Fleet-Leasing,2025-01-15,68.1,98.2,0.23,0.931,1408
Europe & MENA,Telstra,Luxury-Flagship,2025-02-03,87.3,144.8,0.85,0.968,945
Asia-Pacific,Etisalat,Fleet-Leasing,2025-01-18,87.3,134.8,0.26,0.98,4135
Asia-Pacific,Airtel,Compact-Connected,2025-02-16,100.4,131.3,0.54,0.939,772
Oceania,Etisalat,Compact-Connected,2025-02-04,73.9,122.8,0.23,0.978,2710
Oceania,Orange,Moto-2W,2025-02-23,123.6,176.2,0.32,0.934,1401
Europe & MENA,Airtel,Fleet-Leasing,2025-01-05,88.1,129.6,0.83,0.968,3542
Latin America,Rogers,EV-Urban,2025-01-04,74.2,125.2,0.88,0.93,1030
Europe & MENA,Rogers,Commercial-Van,2025-01-09,71.3,146.5,0.33,0.951,4647
Asia-Pacific,AT&T,Moto-2W,2025-01-06,48.1,96.3,0.26,0.987,4472
Europe & MENA,Vodafone,SUV-Connected,2025-01-02,79.6,106.0,0.83,0.963,2154
Latin America,Orange,Compact-Connected,2025-01-13,86.5,122.4,0.54,0.963,3694
Europe & MENA,NTT Docomo,Moto-2W,2025-01-05,92.7,162.3,0.61,0.986,715
Oceania,Deutsche Telekom,EV-Urban,2025-02-03,126.7,195.6,0.82,0.959,1784
Asia-Pacific,AT&T,Moto-2W,2025-02-22,99.9,127.2,0.62,0.956,4627
Oceania,Orange,SUV-Connected,2025-02-02,85.4,110.8,0.24,0.982,1602
Europe & MENA,SK Telecom,EV-Premium,2025-02-26,100.1,129.9,0.77,0.963,4883
Oceania,AT&T,Compact-Connected,2025-01-30,93.1,153.4,0.12,0.973,2588
Europe & MENA,Orange,Commercial-Van,2025-01-16,101.3,135.5,0.35,0.944,2401
Latin America,Telefonica,EV-Urban,2025-02-15,75.2,149.9,0.62,0.949,4016
Asia-Pacific,Rogers,Commercial-Van,2025-01-01,107.8,150.0,0.3,0.937,2661
Europe & MENA,TIM,Compact-Connected,2025-01-07,70.2,143.2,0.49,0.971,815
Europe & MENA,Singtel,Compact-Connected,2025-01-11,87.5,116.5,0.19,0.964,2788
North America,Singtel,EV-Urban,2025-02-08,86.2,166.2,0.83,0.992,2041
North America,Airtel,Compact-Connected,2025-02-03,65.6,131.3,0.25,0.979,2795
India & Middle East,Vodafone,EV-Premium,2025-01-10,82.7,157.9,0.27,0.972,4672
Oceania,Airtel,SUV-Connected,2025-02-28,121.3,186.2,0.89,0.986,3412
Asia-Pacific,Deutsche Telekom,EV-Premium,2025-02-16,76.4,115.3,0.67,0.962,4679
Europe & MENA,Vodafone,Commercial-Van,2025-01-18,117.5,187.7,0.68,0.931,2343
India & Middle East,Singtel,Commercial-Van,2025-01-15,124.4,155.0,0.1,0.934,3050
North America,AT&T,EV-Urban,2025-01-07,73.5,150.0,0.18,0.943,1646
India & Middle East,NTT Docomo,EV-Premium,2025-01-30,89.0,162.6,0.37,0.982,3638
Latin America,Vodafone,Moto-2W,2025-02-05,127.8,178.2,0.76,0.965,1508
Latin America,NTT Docomo,Compact-Connected,2025-01-02,70.3,98.1,0.37,0.948,3651
Asia-Pacific,Singtel,Commercial-Van,2025-02-21,86.0,111.2,0.14,0.989,647
North America,Airtel,Compact-Connected,2025-02-07,99.0,157.1,0.36,0.97,729
North America,Etisalat,Moto-2W,2025-02-14,133.3,186.5,0.58,0.939,4253
India & Middle East,NTT Docomo,Luxury-Flagship,2025-02-05,67.6,116.3,0.43,0.944,3322
Oceania,Deutsche Telekom,EV-Premium,2025-02-17,125.6,161.1,0.5,0.972,1419
Oceania,Airtel,Compact-Connected,2025-01-28,75.4,116.3,0.82,0.946,2651
Oceania,AT&T,SUV-Connected,2025-02-13,109.9,172.3,0.21,0.979,1471
Oceania,Singtel,Fleet-Leasing,2025-01-29,114.1,147.7,0.81,0.99,3673
Europe & MENA,Telefonica,Fleet-Leasing,2025-01-20,86.0,131.6,0.72,0.973,1225
Oceania,NTT Docomo,EV-Urban,2025-02-23,115.2,179.8,0.77,0.97,591
North America,Telstra,EV-Premium,2025-01-28,100.1,170.5,0.52,0.991,996
India & Middle East,Deutsche Telekom,SUV-Connected,2025-01-10,117.0,143.4,0.83,0.987,3798
India & Middle East,Etisalat,Commercial-Van,2025-02-13,74.3,123.5,0.89,0.973,4584
Europe & MENA,Vodafone,Luxury-Flagship,2025-02-26,71.4,116.1,0.31,0.934,1845
Latin America,NTT Docomo,Luxury-Flagship,2025-01-19,117.4,195.3,0.08,0.94,4887
Europe & MENA,Airtel,Fleet-Leasing,2025-02-16,123.8,188.3,0.29,0.933,2216
Latin America,Telefonica,Compact-Connected,2025-02-21,61.2,88.3,0.52,0.948,3168
Asia-Pacific,Telefonica,Luxury-Flagship,2025-01-10,59.1,114.4,0.76,0.978,1535
India & Middle East,Orange,Fleet-Leasing,2025-01-17,88.4,153.4,0.82,0.974,1584
India & Middle East,TIM,EV-Urban,2025-02-06,132.8,185.6,0.35,0.963,1934
Latin America,Singtel,EV-Premium,2025-01-12,106.4,146.5,0.12,0.973,779
Europe & MENA,Singtel,Luxury-Flagship,2025-01-22,100.5,153.6,0.43,0.983,4909
India & Middle East,Telefonica,Fleet-Leasing,2025-02-02,70.7,123.8,0.63,0.935,2952
North America,Deutsche Telekom,EV-Urban,2025-01-17,88.0,163.3,0.28,0.983,3926
Europe & MENA,Rogers,Commercial-Van,2025-01-26,93.0,157.1,0.64,0.945,1324
Latin America,SK Telecom,SUV-Connected,2025-01-02,130.6,203.0,0.6,0.94,4688
Europe & MENA,Rogers,EV-Premium,2025-02-28,110.6,177.6,0.15,0.983,4987
Oceania,Vodafone,EV-Premium,2025-01-12,47.1,79.6,0.51,0.969,2382
Asia-Pacific,Singtel,EV-Urban,2025-01-26,84.7,164.7,0.14,0.972,1108
Asia-Pacific,Rogers,Luxury-Flagship,2025-01-23,132.6,180.4,0.86,0.969,3488
Asia-Pacific,Rogers,Commercial-Van,2025-02-22,58.8,128.9,0.47,0.933,2948
India & Middle East,Orange,Moto-2W,2025-01-14,78.2,149.6,0.8,0.978,3171
North America,Etisalat,SUV-Connected,2025-01-31,128.1,175.8,0.89,0.944,846
Latin America,Singtel,EV-Urban,2025-01-27,52.6,117.9,0.73,0.943,1893
Oceania,Vodafone,Luxury-Flagship,2025-02-24,125.2,201.9,0.76,0.97,4212
Latin America,Rogers,Fleet-Leasing,2025-02-26,84.7,157.7,0.49,0.96,937
India & Middle East,AT&T,Luxury-Flagship,2025-02-04,126.6,183.5,0.35,0.99,1459
Latin America,Rogers,Moto-2W,2025-01-04,98.3,127.4,0.12,0.933,3839
Oceania,Rogers,EV-Premium,2025-01-07,73.3,112.2,0.42,0.943,4588
India & Middle East,TIM,Luxury-Flagship,2025-01-12,80.0,109.8,0.7,0.988,4425
Asia-Pacific,TIM,EV-Premium,2025-01-06,105.5,158.5,0.69,0.932,1731
Europe & MENA,NTT Docomo,Fleet-Leasing,2025-01-29,111.5,152.4,0.81,0.95,4045
Europe & MENA,TIM,SUV-Connected,2025-01-14,79.0,124.1,0.31,0.931,1397
Oceania,Vodafone,Commercial-Van,2025-02-08,111.0,183.1,0.45,0.936,4473
Oceania,Airtel,EV-Urban,2025-02-23,126.5,168.4,0.83,0.982,1890
Latin America,SK Telecom,Commercial-Van,2025-03-01,126.9,200.8,0.64,0.947,4189
India & Middle East,Deutsche Telekom,EV-Premium,2025-01-02,128.1,177.2,0.06,0.936,2492
Europe & MENA,TIM,EV-Premium,2025-03-01,81.5,134.4,0.54,0.963,2019
Oceania,Deutsche Telekom,Luxury-Flagship,2025-02-04,132.3,205.3,0.56,0.947,791
India & Middle East,Vodafone,Compact-Connected,2025-01-22,52.5,79.5,0.71,0.988,4146
India & Middle East,Telstra,Luxury-Flagship,2025-03-01,91.1,160.0,0.37,0.941,3887
Europe & MENA,TIM,Moto-2W,2025-02-18,123.2,182.9,0.08,0.987,3194
Latin America,Airtel,Compact-Connected,2025-02-24,69.2,137.1,0.2,0.984,4188
North America,Rogers,Luxury-Flagship,2025-01-31,132.2,171.6,0.66,0.964,1672
Asia-Pacific,Vodafone,EV-Urban,2025-02-01,78.9,133.2,0.8,0.959,2534
India & Middle East,NTT Docomo,Commercial-Van,2025-01-03,119.3,163.8,0.34,0.963,3816
Oceania,Vodafone,Compact-Connected,2025-02-17,101.5,167.7,0.49,0.944,2391
Oceania,Rogers,Commercial-Van,2025-02-14,59.8,131.2,0.23,0.94,3668
Europe & MENA,NTT Docomo,Compact-Connected,2025-01-10,93.8,135.7,0.43,0.963,1611
Europe & MENA,Singtel,SUV-Connected,2025-02-22,131.6,186.5,0.12,0.992,3612
Asia-Pacific,NTT Docomo,Luxury-Flagship,2025-01-30,75.6,104.7,0.17,0.944,978
India & Middle East,TIM,Luxury-Flagship,2025-02-16,46.2,105.1,0.85,0.935,4246
North America,NTT Docomo,SUV-Connected,2025-01-31,52.6,129.1,0.42,0.93,4251
Asia-Pacific,Etisalat,Moto-2W,2025-01-31,63.3,127.0,0.56,0.967,1609
